id,Date,Comment,Usage,Label
597,20120527195041Z,im not picking a fight im just saying youre an idiot because youre being an idiot,PrivateTest,1
598,20120527210926Z,that little fat cracker wanted some of that good black pussy so he let her drive around thinking that would get him laidnngood luck poppin pills and listening to death metal til you eventually commit suicide emofag,PrivateTest,1
599,20120601140659Z,gay super hero fuck this shit dc comics released a fucking gay green lantern thats why i only read conan,PrivateTest,0
600,20120528232923Z,you always arenn,PrivateTest,0
601,20120527233520Z,u dad already ashamed of u cuz he dnt know if u really his son cuz your mom was sucking and fucking the crew back in da dayslmaonow u grew up to hate black men wit money cuz u know dsts what your mom is looking forloltell her ill pass up on dat ass cuz it got to many miles on it howeva she can give me some slow headlollollol,PrivateTest,1
602,20120528192028Z,well maybe if you didnt let yourself go and pack on all those pounds,PrivateTest,0
603,20120602162127Z,keep digging your hole isnt quite deep enough yet xa,PrivateTest,1
604,20120527221105Z,he wont won anything all time with arsenal i bet youre one guys that saying it arsenal will finish outside top thi hope u dont change your fucking brain when we win titles u brainless kid,PrivateTest,1
605,20120531185113Z,no they are your hero because your stones still havent dropped and youre too much of a girly man to pull the trigger put down your computer and get involved nerd boy dont be a pathetic loser your whole life strap up or s tf u,PrivateTest,1
606,20120602113132Z,your comments are as retarded as you are typical united hater,PrivateTest,1
607,20120529103035Z,idiot google the word blog you stupid stupid idiot,PrivateTest,1
608,20120601201055Z,lolwhat are you talking about,PrivateTest,0
609,20120824182221Z,mitts taxes is nothing but a distraction from the failure of obamannobama failednnnobama failednnnobama failednnobama failednnnfour years is enough,PrivateTest,0
610,20120528171743Z,the look you wanted,PrivateTest,0
611,20120528221443Z,valerie labelle are you listenin,PrivateTest,0
612,20120529144058Z,your mother was stupid for not going by the clinic,PrivateTest,1
613,20120601120411Z,and you are obviously a homo,PrivateTest,1
614,20120527072735Z,big bitches cant fight they just grab the other bitches hair and swing um around cuz they stronger smh they need to learn that if u dont grab hair u can accually punch wit both ur hands lmao,PrivateTest,0
615,20120527233756Z,nice try libs go down with the ship if you must but the sackoflyingshit ship is going down,PrivateTest,0
616,20120531185610Z,congrats elisabeth you are a semifinalist you can vote for your board on our facebook page,PrivateTest,0
617,20120824171757Z,the american diet has damaged black americans with the large consumption of processed denatured foods that are full of starch and sugar its understandable why disease behavioral problems mental health and weight issues are rampant lets not even talk about meat that is filled with parasites worms tumors other diseasesand then shot up with antibiotics hormones and other chemicals nnwe carry the genetic signature of west and central afrakans we are tropical blacks our diet should consist of food from the tropics simple our cells require electrical and alkaline foods look at blacks from the tropics are they overweight and stricken with health problems,PrivateTest,0
618,20120527221112Z,are you mad i dont believe ur bullshit you fucking homo wanna be thug,PrivateTest,1
619,20120824175502Z,oh du calme on ne va pas te dxeporter il faudrait vraiment xeatre stupide pour ne pas dire con pour parler de cal,PrivateTest,0
620,20120529163552Z,you are on to something there,PrivateTest,0
621,20120601111131Z,i love my bitches dumb and stupid can you cook,PrivateTest,0
622,20120602191200Z,what is your evidence that shes a painfully bad actress do you know her from anything else other than itwilighti why dont you hunker on down to imdb and see what else shes done then come back and say something as stupid as what you said,PrivateTest,1
623,20120529020643Z,youre just a broke ass,PrivateTest,1
624,20120527070308Z,when you find faults in others the rest four fingers point at you nnnlearn to know how you are more idiot than others you will have humility else like kango you will be die being ignorant and arrogant,PrivateTest,0
625,20120528043844Z,pure fuckery thx niggas keep making this music for ur childrenxa,PrivateTest,0
626,20120601151211Z,you are awesome congratualtions,PrivateTest,0
627,20120531130024Z,i sure hope you are wrong about that,PrivateTest,0
628,20120601034035Z,get your eyes checked fat is never beautiful,PrivateTest,1
629,20120825201052Z,yes kind of like warren lefty calling someone a namennxai never like comments that disparage othersnnmany times i even like your comments solthough ive never seen you like anyone yourselfhmmmmmnntres on the other hand isxagenerousxanwith all,PrivateTest,0
630,20120528225205Z,lol fuckin white fag think he can sing and he is black smh he is lame untalented pale white man is not black man get over it,PrivateTest,1
631,20120528004642Z,too cutethat is you jennan,PrivateTest,0
632,20120529132540Z,comments like yours are why people are giving money to the casinos open handed when knowledge is not power you are just another idiot in the casinon,PrivateTest,1
633,20120601140547Z,postmaster why you say drug test i could not pass a drug test i ngo out in my quad color car and burn a fat one i emplore you not to mention drug test ok,PrivateTest,0
634,20120529073538Z,bitch please shes with makeup,PrivateTest,0
635,20120603121443Z,this is awesomexa i love the sec ef the little and the texas whore eff texas little johns too thats you ku with your little nub,PrivateTest,1
636,20120824163928Z,reading comprehension is supposed to be a vandy trait i guess not in your case i know that wasnt classy of me,PrivateTest,1
637,20120601064100Z,xawhy dont you keep your waywardness and extreme ignorance to yourself and grow a brain in the main time better still go back to school get some awareness broaden your information horizon and re join the rest of humanity you and your demented iq is on the same level as an ape,PrivateTest,1
638,20120602030332Z,this almost looks like you and rossn,PrivateTest,0
639,20120531213742Z,who cares about throwing the ball back to the picture let that ahole do it and save your arm for throwing out runners next time you get the ball stomp your feet and take your ball and go home unbelieveable,PrivateTest,0
640,20120529030146Z,why you mad cuz dominican brig dembow back and pr artist stuck in the same place doin the same shyt and dominican fuckin yall bitches and runnin usa oh thasnwhy yall mad,PrivateTest,0
641,20120601014943Z,are you jealous,PrivateTest,0
642,20120531150130Z,what a stupid cunt she could have even done her research on wikipedia and fucking found that out thundercunt,PrivateTest,1
643,20120529160253Z,stop sucking the industry dick you wont kum out warview homicide valley talkin,PrivateTest,1
644,20120529022748Z,dont hold your breath,PrivateTest,0
645,20120603184447Z,johnson thanks for your comment because you saved me a click,PrivateTest,0
646,20120529153459Z,breslin sounds like something you would like,PrivateTest,0
647,20120528171832Z,lmaoo i could prolly take him yaah id prolly fuck her lol,PrivateTest,1
648,20120531044310Z,why are you here,PrivateTest,0
649,20120603045522Z,with some big names coming up chelshittts are so sure next epl or ucl is in their bag its so damn hilarious look at your pathetic team and the way you play football with new players your tradition is not going to change same filthy parkthebus cum socalled counterattacking football you are the luckiest this time it happens only once in a while and it wont favour you anymore because you dont have that quality so dont ride on the wagon so high that you fall at your filthy buttts,PrivateTest,1
650,20120603173714Z,what about your father,PrivateTest,0
651,20120531144915Z,go fucking kill yourself you worthless piece of shit stefan is an asswipe he doesnt know shit,PrivateTest,1
652,20120531032837Z,xaxai tried to tell him not to race but what came out was shit nigga sometimes you gotta race,PrivateTest,0
653,20120527155120Z,i just listened to that diggy song man and he got on j cole ass fuck cold world global warming nigga u better say something,PrivateTest,0
654,20120602194757Z,ernestnnyou are the only poster who got a recommend tonight,PrivateTest,0
655,20120528200255Z,shut the fuck up,PrivateTest,1
656,20120528070654Z,what have you been smoking man,PrivateTest,0
657,20120824173750Z,if he was whitethe i d i o t racists in this country wouldnt care the economy sucks they put up with that cretin george bush who got us into this mess with his stupidity,PrivateTest,1
658,20120602024110Z,now that is you and chris,PrivateTest,0
659,20120602193138Z,cordero you fat piece of gutter trash,PrivateTest,1
660,20120530223501Z,your fucking stupid,PrivateTest,1
661,20120601072803Z,fuck wit me,PrivateTest,0
662,20120602021542Z,go away please it is not a judges job to appear angry you ignat ape,PrivateTest,1
663,20120601181332Z,are you claiming that some women dont die because of a pregnancy nnlets clear that misunderstanding up right now,PrivateTest,0
664,20120602095103Z,get back in your hole,PrivateTest,1
665,20120823232718Z,xai couldnt disagree more with your claim that the bible regards personhood at birthxa how about the scripture that says i knit you together in your mothers wombxa and i ordained all your days before one of them came to bexa obviously god is telling us he knew us before we were bornxa say what you want but people become people at time of conceptionxa when a woman has a miscarriage does she say i lost my fetusxa noxa she lost her baby which is a personntwist the scriptures all you want to keep the atrocious act of killing innocent unborn children as part of our nations sick policyxa talk about medievalkilling our own offspringxa wake up and speak from the heart rather than mans foolish intellectual gibber,PrivateTest,1
666,20120528194334Z,so proud of youxa robxa you are the man,PrivateTest,0
667,20120531032807Z,suck a bag of dicks kal,PrivateTest,1
668,20120526233202Z,mary you look like gwen,PrivateTest,0
669,20120601163520Z,you are an idiot that clearly has no understanding of exactly what caused the recession and who did it shut your trap and go do some research before you start spouting off like you actually know something you obviously dont,PrivateTest,1
670,20120531222257Z,drcart are you married,PrivateTest,0
671,20120531152931Z,xasure you are,PrivateTest,0
672,20120528004827Z,white people are some fuckin straight weirdos this shit is sick i bet her father is very proud and i dont ever wanna hear another black racist joke from another white person ever again you ole loose booty crackers she definitely had a black dick in her,PrivateTest,1
673,20120826180803Z,oh get off yourxaron paul soapxaboxxa he lost get over it,PrivateTest,1
674,20120601085056Z,stop talkin shit about your body hot mama,PrivateTest,0
675,20120531185210Z,now youre just embarrassing yourselfxa,PrivateTest,1
676,20120529075518Z,ohmygod id totally forgotten about thatlol but holy shit that is so fucking funnylol,PrivateTest,0
677,20120824111157Z,fairedgar your remark that jews cannot be secular because judaism is a religion is just about the stupidest comment ive ever read everyone is born into a religion but if you dont practice that religion then you are a secular member of that religionnnmind you its nice to see that the jews haters like you are so stupendously thick,PrivateTest,1
678,20120603034123Z,you are the swag version of mickey mouselol,PrivateTest,1
679,20120529024901Z,no sweetie youre the tuff guynnyou are a scumbag you better hope you bite your lip in public punk if im ever unfortunate enough be in your presence and hear that vile garbage it will be thing out of your holenyou go first use a real number this time,PrivateTest,1
680,20120531184903Z,maybe you should be in school,PrivateTest,1
681,20120531093759Z,hey man glad to hear youre not in serious health straights as i get nolder i worry more and more about the internet people who i follow and nenjoy to hear from nnnncfs is a motherfucker and people dont give it enough credit to how nmuch it can fuck a life up fight the good fight man and if youre evern in australia ill buy you your carbonated beverage of preference n,PrivateTest,0
682,20120531065827Z,xadecent player at best when he is away from home funny too cause you can check his stats yet analysts still talk about him like he is a beast,PrivateTest,0
683,20120601001014Z,to mr blooming idiot berg your mom,PrivateTest,1
684,20120824062434Z,his name is alphonse mucha not albert,PrivateTest,0
685,20120528222612Z,im sure dumbasses like yourself will be trolling full force under our next presidentromney what does boyhollow meanor do we want to know,PrivateTest,1
686,20120824135715Z,hes on roids you are a sucker dont delete my comment you damn mod,PrivateTest,1
687,20120601220351Z,xaholy shitxa ive never heard that story before pretty epicxa,PrivateTest,0
688,20120531011839Z,no in your moms bed,PrivateTest,1
689,20120825153612Z,lol youre the one being worked up i just mentioned that we need to score more to kill the game and increase our goal difference and youre going all over the place saying im a moron youre the one not making sense here nnyoure the one who should sod off make sure you learn to read english properly before you come here and troll what a fail loser,PrivateTest,1
690,20120529025215Z,once again it was just dancing and just because im established and so is my family dont mean that i dont watch network tv or tv period the only pedophile is you and you rather support the polish death song anyone can google or yahoo some history but if you truly want the answer to something in history dont google your research go read a book you rather kids sing about death than to do something so innocent as just dancing like i said before get the fuck on with that dumb shit because like you im human and i too like to be entertained but it is all of how some one views it and your view isnt my view obviously,PrivateTest,1
691,20120531162537Z,your a nasty boy,PrivateTest,1
692,20120601143510Z,just keep it up holder your not helping oboma at all you are just succeeding in making people madbesides dont you have a fast furious contempt hanging over your shoulders to attend to and get you books in order,PrivateTest,0
693,20120529030158Z,i lol when the viewers first see a white skin person they suddenly feel like making a racial comment all races do shit like this and anyway the guyxadeservedxait he wanted to bottle a girlbottle a girl hit a bottle over a girls head,PrivateTest,0
694,20120529130810Z,xanxayoure the one who has no life cuz you watch her tutorials bitch,PrivateTest,1
695,20120528204254Z,gee you are a smart onexa,PrivateTest,0
696,20120528070433Z,dont worry you are love ya,PrivateTest,0
697,20120825102850Z,io ho brevettato le baggianate quindi smettete subito di dire baggianate,PrivateTest,0
698,20120825174138Z,xalack of proper trainingsadly,PrivateTest,0
699,20120528043454Z,you are a patriot,PrivateTest,0
700,20120602215043Z,youre an idiot baldo,PrivateTest,1
701,20120528095331Z,xaare you jealous of him,PrivateTest,0
702,20120527155131Z,buddy you sound like a complete clown on here running your mouth,PrivateTest,1
703,20120527204516Z,setting up the dpnxanalso fuck you luke scottxa fuck you,PrivateTest,1
704,20120528200218Z,you are a loser in every sense of the word your presence on earth is a loss for humanity,PrivateTest,1
705,20120601203509Z,yawnwhat you are suggesting about todays musicwas said about s music back then,PrivateTest,0
706,20120601163512Z,youre intellectually challenged,PrivateTest,1
707,20120601160638Z,dont feel sorry for her shes madonnanbsp and youre notrn,PrivateTest,0
708,20120603202655Z,your numbers are so far off you have no idea what you are talking aboutxa did you take your prozac todayxa please do it now,PrivateTest,1
709,20120528233229Z,anybody and i mean any motherfucker who confuses bill pullman with bill paxton is a fucking imbecile beneath contempt,PrivateTest,1
710,20120527213747Z,philnnand then you fell off the hotel balconynn,PrivateTest,1
711,20120528064102Z,i hate racist inbreed whitexapeoplexathatsxawhy we stay fucking yall up dumb ass may aint over pussy it can be may day in this bitch,PrivateTest,1
712,20120826170544Z,strongobamas campaign is in deep trouble the have to place the race card the scare women card the scare seniors card and the classwarfare card that is all he has uhe sure cant run on his failed record,PrivateTest,1
713,20120528194248Z,what are your criteria for best,PrivateTest,0
714,20120602094823Z,youre not hot get over yourself,PrivateTest,1
715,20120531185032Z,are you spewing blind hatred do you really a fairjust mind in your head,PrivateTest,1
716,20120825004044Z,yourmamatooxasoxaone of your illiterate relatives im guessing,PrivateTest,1
717,20120531185421Z,dont get her pregnant then youll be really screwed like many other young couples that have children before paying off their debtsnnthat is really it though isnt it all this exploding debt is just discouraging the intelligent from having children,PrivateTest,0
718,20120526233025Z,fuck push t and anybody that love em,PrivateTest,0
719,20120601200740Z,how bout not i do what i want to do you know im right thats why you had nothing to say about it so just crowl back to your little hole and shut the f up okay,PrivateTest,1
720,20120527140512Z,oh shit short bus shawty soulja boy warnedxame about those girlsxa,PrivateTest,0
721,20120826213226Z,what an idiot,PrivateTest,1
722,20120528222617Z,hey jarednnyoure going to wake the fuck up breathing through a fucking tube,PrivateTest,1
723,20120527175608Z,what i want to know is why you havent posted your address like you said you would so i can lick your ass until youre dizzy ask patricparamedic about the tongue job i did on his ass rim,PrivateTest,1
724,20120602095007Z,hay richard dickhead when are you going to play the race card thats usually the libturds last resort since you have no facts to challenge the truth so dont bother im a black year american usaf veteran with a real birth certificate you can call me a black racist with a brain and a lover of facts try living in realville or at least visit long enough to get some facts and stop posting your snide tripe posing as lucid commentary the subject like the belt holding ovomits trousers is above your head fool,PrivateTest,1
725,20120602150638Z,yeah youre dumb nice work,PrivateTest,1
726,20120601200751Z,hi salnhow are you doingn,PrivateTest,0
727,20120601034049Z,yes youre a good example of that,PrivateTest,0
728,20120531150326Z,xaoh look how tough you are behind your computer you do something stfu,PrivateTest,1
729,20120602093618Z,gf seeing you watching gay porn mod,PrivateTest,1
730,20120529065351Z,well i know what i have to bad you know what you have and apparently you are extremely disappointed by it,PrivateTest,1
731,20120531185423Z,spinning layoffs as positive evolution is a total bullshit xafuck you justin jimenez xafuck youxanexaminer xathese are peoples lives youre screwing with just so you can make a buck or two off of your mediocre product xa,PrivateTest,0
732,20120528222634Z,xamust be what happened when they saw you soledadxa wearing your thong andxa nipple ring as you went to sleep in your fox holesecretly dreaming of the soldier next to you xaxa,PrivateTest,1
733,20120531061614Z,people sell their grandmother for twenty bucks and you think they care about your feelings being hurt by posting your mugshot on the internet xareally think about it xathey sell medication to dying sick thats made up out of chalk and dirt and they dont lose sleep over it xasuddenly we expect bunch of dotc um a holes to do whats right xaget over it xa,PrivateTest,1
734,20120528081016Z,at least youre sticking to your gunsbr,PrivateTest,0
735,20120528221610Z,xathe volstead act basically got repealed because the states starting with ny refused to help the feds anymorexa the feds cant do it alonexa the states need to step up do this againxa and you are right murder is easier to get away with than smoking a damn flower which apparently is the gateway drug to the white house,PrivateTest,0
736,20120529011002Z,kat hmmmm arent you a little old for cyber bullyingn,PrivateTest,1
737,20120823211857Z,jean smart you are a brainless toolxa we conservatives wonder how you murderers who support abortion for any reasonxa live with yourselfxa i dont believe in abortion but i could almost get there if you were the one being aborted,PrivateTest,1
738,20120527210939Z,stay out the heat and off the heats dick think you wanna be thug,PrivateTest,0
739,20120528194009Z,you should be able to just add the charmin to your transaction the charmin will automatically deduct off then give the cashier your coupon hth,PrivateTest,0
740,20120602223547Z,you sound like a prude,PrivateTest,1
741,20120529131117Z,xanxahah youre only fpff and you tell me what to do im waay older than you who you calling a bitch and a fug you douche bag bitch i wanna punch your eyeball out and kill ya fuckya,PrivateTest,1
742,20120530223703Z,thats the clap you feel,PrivateTest,0
743,20120825181045Z,get lost fengshui you silly troll noone needs your nonsense and i really do mean nonsense here,PrivateTest,1
744,20120824114344Z,ahora sus abogados presentarxen la reclamacixfn de que la fianza es irrazonable los payasos del servicio con antelacixfn a juicio dirxen que ese muchachohxector radwan fernxendez melxendez xa es un santo y que merece se le rebaje la fianza que no representa y nunca ha representado peligro para nuestra sociedadxa el juez pendejo les creerxe el cuento y pa la calle otra vez,PrivateTest,0
745,20120526233304Z,i wouldnt talk ape you are so dumb you once failed a survey,PrivateTest,1
746,20120602002841Z,youre a real boreya know it,PrivateTest,1
747,20120527155241Z,xayou know what the suck is your butchering of the english language go to school damnit,PrivateTest,1
748,20120527004618Z,you are so right and you have an american flag in the picturexa u must be an american,PrivateTest,0
749,20120528100024Z,xabtw xa nimahomxa what did anxa a holexa like you ever do for your country,PrivateTest,1
750,20120601034056Z,oh krutboo you loser i dont really need your assessment of what i do or do not deserve you self righteous ignoramus ive already wasted too much of my time treating you civilly fuck you and your conservative cronies,PrivateTest,1
751,20120603045500Z,fuck you,PrivateTest,1
752,20120602165531Z,moronic bla bla from a moronic person like you wright is the man,PrivateTest,1
753,20120601163322Z,your comments arenn not neededn not wanted,PrivateTest,1
754,20120527063358Z,you are so,PrivateTest,0
755,20120603202705Z,lame congress idiots or tyrants debating bullshit xathere are no terrorists except those who invented terrorism mossad and the us military intelligence go watch the whistle blower at w w wdormantideasc o m and you will see this congress is completely out of touch or with the tyrants bought and paid for xathis is no joke acts that are equal to hitlers enabling act of and you debate xawhat the fck are you debatingnfckng wake up idiots,PrivateTest,1
756,20120602023808Z,youre supposed to be an optimist lol,PrivateTest,0
757,20120602004204Z,the next three months have bad news written all over it take stock sort your shit out stay away from london look after your own and try your bestnngood luck,PrivateTest,0
758,20120823185555Z,it took me a little bit to notice that im not on crackedcom anymore im fucking retarded,PrivateTest,0
759,20120531153219Z,reallyxa brava mass ndxa i hope you rot in he you unpatriotic axa sss hole,PrivateTest,1
760,20120602200950Z,and you are,PrivateTest,0
761,20120602023824Z,i hope you guys know bias when you read itnunivision doing a balanced story on don omar is like asking your exwife to tell the girl you are trying to pickup at a club about all your great qualities it aint never going to happen,PrivateTest,0
762,20120531061826Z,how many employers have you had that asked about your college grades,PrivateTest,0
763,20120603031852Z,you sir are ten years ahead of your time or maybe just years ahead of congress,PrivateTest,0
764,20120528001219Z,no that was your girl on your dads then kiss you after,PrivateTest,0
765,20120602165252Z,youre a real class act matt,PrivateTest,0
766,20120531150356Z,youre from greece dont you have more pressing matters to attend to,PrivateTest,0
767,20120601131457Z,xahe cant got no nose you see,PrivateTest,0
768,20120602160820Z,you are correctironic no,PrivateTest,0
769,20120603202830Z,yes it doesxa it expires when you are convicted of a felony when you renounce your citizenship and when you die,PrivateTest,0
770,20120602190807Z,murdering bastard hope you die cause you suck,PrivateTest,1
771,20120531215641Z,because racism shouldnt be exposed or because you are living in the past and are racist yourself,PrivateTest,1
772,20120527063233Z,good moviesify you are making fool of yourself,PrivateTest,1
773,20120529025040Z,lmao youre xaa fool man lolxa,PrivateTest,1
774,20120601200907Z,so you are black,PrivateTest,0
775,20120826183635Z,your dumb though,PrivateTest,1
776,20120825193945Z,div classforumitem forumreplydiv classforumitemdescriptionpwonder what he was doing to get picked upnbsp the alabama law is basicly in place to pick up a drunk idiot who is out looking for a fightpdivdiv,PrivateTest,1
777,20120531185551Z,you are a racist,PrivateTest,1
778,20120527161129Z,xashut ur nasty ass up u homo ass niggau still gona b sticking ur shit in a females asses and i know for a fact u either done it to a dude or thought about itnasty fuckeru in the same category as this nasty bitch,PrivateTest,1
779,20120602090729Z,dear stemicnic you have had five hours to deny that you are a fuckwit,PrivateTest,1
780,20120531150240Z,remind me to rag on you and the city you live in when your family members are senselessly gunned down in cold bloodxa nnidiot,PrivateTest,1
781,20120527211521Z,your cute boys must giggle all through lunch these are hilarious,PrivateTest,0
782,20120603132429Z,and youre not putting yuore spin on anything please,PrivateTest,0
783,20120531185555Z,are you free today or tomorrow,PrivateTest,0
784,20120529160142Z,that loon is far more successful than you are,PrivateTest,1
785,20120602021420Z,to each their ownnnhowever like pete said when shit hits the fan you want the cops there as surely as theyll be a fat kid hanging around a cake,PrivateTest,0
786,20120527072425Z,but not so strange that you are only just a moron,PrivateTest,1
787,20120527161331Z,okyou know what fuck this bye,PrivateTest,0
788,20120601110911Z,are you having fun posting your liberals lies,PrivateTest,1
789,20120531153007Z,you are a negative for your kind try to sound smart at least,PrivateTest,1
790,20120529210243Z,and you idiots really whinned and cried when you got stomped in cant wait until nov youll probably go back to the chicago sewer with yourwell you get the drift lol,PrivateTest,1
791,20120824054416Z,so you get your amazing information from the cia wow you really are connected,PrivateTest,1
792,20120602033330Z,thank you nini looks good,PrivateTest,0
793,20120528030122Z,u sir r a bitch,PrivateTest,1
794,20120527204639Z,boy were you wrong,PrivateTest,0
795,20120531215817Z,why are you related to the judge,PrivateTest,0
796,20120529022838Z,ummm and your bunny,PrivateTest,0
797,20120529103759Z,you must be amazing at guitar,PrivateTest,0
798,20120602160853Z,were you watching the game damn what a moron,PrivateTest,1
799,20120528181322Z,if eating pussy gives you hair on your chin then harden mustve ate the whole wnba out,PrivateTest,0
800,20120531054941Z,you are obviously indian and definitely high xa,PrivateTest,1
801,20120527204822Z,with this attitude you must be liked veru much by your little students,PrivateTest,0
802,20120531184436Z,this post was dumb simple vaseline will do the trick every time you might be a little greasy but at least you will not have to go back and touch up granny always told me to use vaseline nothing more nothing less,PrivateTest,1
803,20120531021417Z,are you the pitcher or catcher inxa your bed,PrivateTest,0
804,20120601000745Z,skinny little white boynngo wipe your nose,PrivateTest,1
805,20120603131754Z,allen you are off your commie rocker,PrivateTest,1
806,20120528093822Z,xathe only thing retarded is you,PrivateTest,1
807,20120827043218Z,democrats hate successxa and commies like obozo hate middle class contrary the bs he saysxa whyxa once you become middle class you become republican and never go back to utopistic nonsense of libs,PrivateTest,1
808,20120528145219Z,that bitch that went off on him is ugly as shit,PrivateTest,1
809,20120603045409Z,then you sir are an idiot,PrivateTest,1
810,20120528134526Z,thanks curtis and youre welcome,PrivateTest,0
811,20120602141950Z,you are a sad little boy,PrivateTest,1
812,20120529013611Z,lmao he wak but u gotta respect that he invented his own shit,PrivateTest,0
813,20120601201023Z,do you both enjoy the smell of your farts,PrivateTest,1
814,20120529022716Z,no respect for ones elders fucked up to the max,PrivateTest,0
815,20120527211610Z,no clause in any of your sentences is true,PrivateTest,0
816,20120602030451Z,were you one of the inspectorsn,PrivateTest,0
817,20120531184426Z,go back into hiding bush america still hasnt gotten over your failed presidency,PrivateTest,0
818,20120601224149Z,are you stupid if there twins there both you moron you want to know how many minutes apart they are does it matter your just as stupid as them are you related,PrivateTest,1
819,20120601200916Z,your dumb this is a clear case of self defense one day you will be in a situation where your glad someone was there to protect your puy ass just like zimmerman protected his own all evidence clearly points to an act of self defense,PrivateTest,1
820,20120527070248Z,paws i was taught a poem by one of my friends mother who spoke very poshly so you have to read this with a posh accentxaxa shit buggar aresehole piss cock fartxaxaxa someone stole my horse cartxaxa xai dont give a bugger ill soon get anotherxaxa shitxa bugger arseholexa piss cock fartxaxaxa didnt even know she knew such naughty words i always smile when i think about it,PrivateTest,0
821,20120531172922Z,xaever heard of stockholm syndromexa nnxannthe problem with anomaly is that its really not necessary to work that many nhours to get to the work they producexaxa think about all the other shit you ncould accomplish in life if you werent spending another evening making carl nricher,PrivateTest,0
822,20120528181219Z,must be nice having umps on your team,PrivateTest,0
823,20120527204847Z,boggs are you fmucking kidding me,PrivateTest,0
824,20120528194113Z,romney where are your tax reports,PrivateTest,0
825,20120529144054Z,at this moment your toes are touching each other,PrivateTest,0
826,20120601005940Z,why dont you buy a gun mywrongyou could defend yourself from the white devilsnits your constitutional rightmaybe youre afraid of the scary gunsyou can get training mywrong,PrivateTest,0
827,20120526232930Z,so spectre are you opining from the pages of your comic book that lowering business taxes will lower the cost of consumer goodsxa,PrivateTest,1
828,20120528081202Z,why is this lil motherfucka every kids dreamloleven my younger step sisters love them some damn beibersmhwtf has he done,PrivateTest,0
829,20120531144728Z,xawhy did your parents wish you were adopted,PrivateTest,1
830,20120825134057Z,tani kosova eshte edhe me e vogel se sa ishte vittani kur te mirret veriuexplatohet mitrovica me trepc serbet e mjedisit te kosoves nuk do lejojn kurre bashkim kombetare te shqiptarvennflm thaqi hashim jjakup edita enver hasani dhe ju te tjere e dini vet cilet jeni,PrivateTest,0
831,20120602161918Z,xaand you are to stupid to be entrusted with a first amendment rightxa shut up stupid,PrivateTest,1
832,20120528181221Z,xayou respect an idiot yo,PrivateTest,1
833,20120602190854Z,you really couldnt be more stupid if you triednncongrats,PrivateTest,1
834,20120601073058Z,goodnight andy god be with you,PrivateTest,0
835,20120528134813Z,are you years old,PrivateTest,1
836,20120603184531Z,do as you please,PrivateTest,0
837,20120603163625Z,why in the living shit does anyone give freaking george will a goddamned microphone this guy is such a moron its just pathetic and there isnt anything he wont blame on liberals like any liberals actually hold power anywhere in this country oh yeah weve got bernie and a press that completely ignores anyone as sane as he is otherwise we have to keep on hearing asshole idiots like this daily nngoddamnit i hate right wing horse shit why the fuck do we have to put up with the lies the admonishments of how we are destroying the country and the constant projection of what they are doing being our fault i hate fucking righties they are stupid and demand that we all be as goddamned stupid as they are what a bunch of total idiots,PrivateTest,0
838,20120531032133Z,suck the dick heat fans b suck the dick heat fats b suck the dick heat fans,PrivateTest,1
839,20120601140249Z,thank you jesus,PrivateTest,0
840,20120527140440Z,disgusting xahow about starting by not calling your own people hoodrats,PrivateTest,0
841,20120531144615Z,people say account system room filter room customizer and this idiot adds the most stupid shit i ever saw,PrivateTest,0
842,20120531150154Z,youre an idiot,PrivateTest,1
843,20120603052938Z,you state all this bullshit but no links to where you get your made up facts,PrivateTest,1
844,20120531162602Z,you cant express yourself better than that,PrivateTest,0
845,20120603070945Z,cute are you going to makesell these,PrivateTest,0
846,20120602214903Z,see what i mean draiter is delusional he thinks he has a direct line to capcom trust me kid you dont capcom personally hates you your the fans they are trying to get away from you spread negativity and talk shit about the hard work they are doing like your a top developer your not your just a psycho crazy kid who thinks he knows whats best fyi you dont because capcom is making millions off re re and soon re horror is dead wake up,PrivateTest,1
847,20120527233427Z,i wanna fuck u milani,PrivateTest,1
848,20120528204333Z,how old are you van,PrivateTest,1
849,20120529013650Z,if you like your own comment others will follow,PrivateTest,0
850,20120529210200Z,the superior whites control you animals by keeping you on welfare and killing eachother,PrivateTest,1
851,20120531032829Z,too bad ny you had your chance,PrivateTest,0
852,20120531150123Z,he didnt say that you dumb bitch,PrivateTest,1
853,20120603201721Z,where is your list anyway,PrivateTest,0
854,20120528181335Z,its memorial day xaid like to thank those who signed up for all the right reasons xawar is hell and the human race is predatory by nature and hell bent on its own destruction xasadly being in a position to defend yourself is a necessary evil xaon occasion and im not talking about the bullshit wars of the last xayears we have stuck our nose when we should have xado away with fascist right wing politics and fundamentalist religion and things might calm down we can always dreamxa,PrivateTest,0
855,20120528222439Z,xashut up faggot face faggot lol,PrivateTest,1
856,20120824204706Z,personally im not much for singing in the modern sense and have little interest in hymns that were written in the modern eraxa i find that many of them have questionable origins and debatable meaningsxa people like to add or change them to suit their own agendas tooxa just out of curiosity since youre so concerned about the here and now what does oldtime religion mean to youxa also i found it interesting that according to wikipedia it was also sung by the crowd at the lynching of leo frank,PrivateTest,0
857,20120603113413Z,what is your problem think you are better than serving military personel nn,PrivateTest,1
858,20120529025249Z,you are very ignorant,PrivateTest,1
859,20120602223901Z,and you x are a condescending jerk,PrivateTest,1
860,20120528222602Z,you are sick homo,PrivateTest,1
